Budget,Gross,Release Date,Runtime,Rating,Rating Count,Net Profit,ROI,Genre_Frequency,MPAA Rating_G,MPAA Rating_PG,MPAA Rating_PG-13,MPAA Rating_R,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Mystery,Genre_Romance,Genre_Science Fiction,Genre_Thriller,Genre_War,Genre_Western
-0.9043596816610184,350448145.0,6,-0.07138493487445986,0.3237555690866955,-0.08307272294166808,320448145.0,10.681604833333331,0.1499013806706114,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.9043596816610184,160638883.0,12,0.6893440725936614,0.6629921737014448,-0.6323419716528966,130638883.0,4.354629433333334,0.1104536489151873,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.7692208233268706,120000000.0,11,0.018112595415907345,1.7937808557506096,1.694475063566422,82000000.0,2.1578947368421053,0.0611439842209073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.6509743222844911,788241776.0,6,-1.2796015937944172,1.7937808557506096,1.694475063566422,743241776.0,16.516483911111113,0.1242603550295858,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6509743222844911,117615211.0,7,0.06286136056109094,-0.2416387719378869,-0.8881925828694736,72615211.0,1.6136713555555555,0.1104536489151873,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.6509743222844911,170362582.0,10,-0.33987752574556146,-1.4855063221919689,-0.8768151643795452,125362582.0,2.785835155555556,0.1499013806706114,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6340819649927227,341631208.0,5,-1.1901040635040498,-2.2770583996263833,-0.8386533403739749,295631208.0,6.426765391304348,0.0552268244575936,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.4820507493668063,677945399.0,7,1.0920829589003138,2.1330174603653598,4.198980511808183,622945399.0,11.326279981818182,0.1854043392504931,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.4820507493668063,196567262.0,10,0.15235889085145815,0.21067670088177842,-0.5334127299410024,141567262.0,2.5739502181818184,0.0611439842209073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.4820507493668063,214015089.0,12,0.24185642114182535,-0.9201119811673865,-0.9273546543839268,159015089.0,2.891183436363636,0.1104536489151873,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.3975889629079639,223664608.0,11,0.24185642114182535,-0.015481035528053737,-0.8008439845382014,163664608.0,2.7277434666666664,0.0177514792899408,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
